,index,species,species__ontology_label,library_preparation_protocol,library_preparation_protocol__ontology_label,cellID,organ,organ__ontology_label,vaccination,vaccination__ontology_label,sex,is_living,sample_type,biosample_id,end_bias,cell_type,cell_type__ontology_label,disease,disease__ontology_label,donor_id,Stimulated,VaccineRoute,VaccineRouteUnique,VaccineRouteUniqueGroup,sequencing_instrument_manufacturer_model,sequencing_instrument_manufacturer_model__ontology_label,paired_ends,read_length,vaccination_route,vaccination__time_since,vaccination__time_since__unit,vaccination__time_since__unit_label,vaccination__dosage,X_13,Y_13,X_25,Y_25,sampleid
145,Week25_DF16_2511,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16_2511,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.32052654,8.494302388,DDF16_WK25_STIMNO
146,Week25_DF16_2586,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16_2586,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.22724395,8.460673254,DDF16_WK25_STIMNO
147,Week25_DF16_2601,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16_2601,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.34261915,8.151045518,DDF16_WK25_STIMNO
148,Week25_DF16_2684,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16_2684,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.29521214,8.41242024,DDF16_WK25_STIMNO
149,Week25_DF16_2124,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16_2124,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25NODF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,NO,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.28560574,8.457603122,DDF16_WK25_STIMNO
150,Week25_DF16.stim_2681,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2681,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,6.8701720910000015,-2.254397667,DDF16_WK25_STIMYES
151,Week25_DF16.stim_3096,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_3096,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,8.011427957,-1.594319645,DDF16_WK25_STIMYES
152,Week25_DF16.stim_1986,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_1986,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,6.4276018960000005,-0.400761803,DDF16_WK25_STIMYES
153,Week25_DF16.stim_2275,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2275,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,7.213349495,-0.583990298,DDF16_WK25_STIMYES
154,Week25_DF16.stim_812,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_812,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,2.6076911430000003,-4.520362142,DDF16_WK25_STIMYES
155,Week25_DF16.stim_2793,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2793,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,9.09207413,-0.689431769,DDF16_WK25_STIMYES
156,Week25_DF16.stim_3302,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_3302,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,7.425144671,-1.111774229,DDF16_WK25_STIMYES
157,Week25_DF16.stim_3635,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_3635,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,0.370239325,-4.019478633,DDF16_WK25_STIMYES
158,Week25_DF16.stim_724,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_724,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,0.772908096,-5.428344725,DDF16_WK25_STIMYES
159,Week25_DF16.stim_2338,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2338,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,0.5971672610000001,-2.876110319,DDF16_WK25_STIMYES
160,Week25_DF16.stim_929,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_929,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000066,epithelial cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,0.796988817,-5.207993106,DDF16_WK25_STIMYES
161,Week25_DF16.stim_811,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_811,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,3.036776031,9.899982078999999,DDF16_WK25_STIMYES
162,Week25_DF16.stim_2130,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2130,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,0.251984335,3.527283107,DDF16_WK25_STIMYES
163,Week25_DF16.stim_2548,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2548,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,1.228175508,4.827096905,DDF16_WK25_STIMYES
164,Week25_DF16.stim_2719,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2719,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,-1.782351543,3.718786358,DDF16_WK25_STIMYES
165,Week25_DF16.stim_264,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_264,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,-2.621379861,4.420635042,DDF16_WK25_STIMYES
166,Week25_DF16.stim_1548,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_1548,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,-1.391927059,3.382752347,DDF16_WK25_STIMYES
167,Week25_DF16.stim_1068,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_1068,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,-1.92290915,3.104802316,DDF16_WK25_STIMYES
168,Week25_DF16.stim_1144,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_1144,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,-2.317967547,3.554751847,DDF16_WK25_STIMYES
169,Week25_DF16.stim_3306,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_3306,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,0.80475855,5.585653258,DDF16_WK25_STIMYES
170,Week25_DF16.stim_3797,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_3797,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,-0.94050643,7.343038941,DDF16_WK25_STIMYES
171,Week25_DF16.stim_167,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_167,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,1.460962818,3.429200635,DDF16_WK25_STIMYES
172,Week25_DF16.stim_3955,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_3955,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000235,macrophage,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,1.657629594,4.94678363,DDF16_WK25_STIMYES
173,Week25_DF16.stim_3809,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_3809,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,-2.685222507,11.37455473,DDF16_WK25_STIMYES
174,Week25_DF16.stim_1289,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_1289,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,-3.691533113,13.38840056,DDF16_WK25_STIMYES
175,Week25_DF16.stim_1341,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_1341,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000097,mast cell,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,-2.751040521,11.02259935,DDF16_WK25_STIMYES
176,Week25_DF16.stim_2873,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2873,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.2641825,7.566538342,DDF16_WK25_STIMYES
177,Week25_DF16.stim_2525,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2525,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.50661695,7.226628227000001,DDF16_WK25_STIMYES
178,Week25_DF16.stim_1874,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_1874,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.38896744,7.334445287999999,DDF16_WK25_STIMYES
179,Week25_DF16.stim_3195,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_3195,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.16526832,7.349991574,DDF16_WK25_STIMYES
180,Week25_DF16.stim_2158,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2158,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.34510796,7.399726075,DDF16_WK25_STIMYES
181,Week25_DF16.stim_1723,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_1723,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.37621562,7.334810151,DDF16_WK25_STIMYES
182,Week25_DF16.stim_2575,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2575,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.19754741,7.666804343,DDF16_WK25_STIMYES
183,Week25_DF16.stim_3057,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_3057,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.35686911,7.362111813999999,DDF16_WK25_STIMYES
184,Week25_DF16.stim_2658,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week25_DF16.stim_2658,UBERON_0002048,lung,VO_0000771,BCG vaccine,unknown,yes,direct from donor - fresh,Week25YESDF16,3 prime end bias,CL_0000775,neutrophil,MONDO_0000001,disease or disorder,DF16,YES,IDLow,IDLow-DF16,1_IDLow-DF16,EFO_0009173,Illumina NextSeq 500,True,20-50,intradermal,25,UO_0000034,week,Low,,,10.4853006,7.231947802,DDF16_WK25_STIMYES
185,Week13_DF4E_608,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_608,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-10.73490694,-1.963783349,,,DDF4E_WK13_STIMNO
186,Week13_DF4E_1028,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_1028,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-11.04356395,-2.143952814,,,DDF4E_WK13_STIMNO
187,Week13_DF4E_3006,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_3006,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-9.297556434,-1.962994835,,,DDF4E_WK13_STIMNO
188,Week13_DF4E_1106,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_1106,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-11.19960348,-2.14183449,,,DDF4E_WK13_STIMNO
189,Week13_DF4E_1466,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_1466,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-10.00059449,-1.841487798,,,DDF4E_WK13_STIMNO
190,Week13_DF4E_2797,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_2797,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-9.688577947,-2.11918233,,,DDF4E_WK13_STIMNO
191,Week13_DF4E_509,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_509,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-10.36658206,-2.056025256,,,DDF4E_WK13_STIMNO
192,Week13_DF4E_365,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_365,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-11.11951688,-2.037362741,,,DDF4E_WK13_STIMNO
193,Week13_DF4E_724,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_724,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-10.86468629,-1.954735508,,,DDF4E_WK13_STIMNO
194,Week13_DF4E_2465,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_2465,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000236,B cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-9.744539562,-2.038825864,,,DDF4E_WK13_STIMNO
195,Week13_DF4E_1090,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_1090,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-3.548759857,8.296900825,,,DDF4E_WK13_STIMNO
196,Week13_DF4E_1275,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_1275,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000084,T cell,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,-2.029359853,8.867273175,,,DDF4E_WK13_STIMNO
197,Week13_DF4E_282,NCBITaxon_9544,Macaca mulatta,EFO_0008919,Seq-Well,Week13_DF4E_282,UBERON_0002048,lung,VO_0000001,vaccine,unknown,yes,direct from donor - fresh,Week13NODF4E,3 prime end bias,CL_0000771,eosinophil,MONDO_0000001,disease or disorder,DF4E,NO,Naive,Naive-DF4E,2_Naive-DF4E,EFO_0009173,Illumina NextSeq 500,True,20-50,,13,UO_0000034,week,na,7.438154739,8.318966681,,,DDF4E_WK13_STIMNO
